timestamp,title,price,original_price,shipping,item_url,discount_percentage
2025-11-02 15:07:44,Seagate 12TB ST12000NM007G Exos X16 7200RPM SATA 6Gb/s 256MB 3.5Inch Hard Drive,209.99,209.99,Shipping info unavailable,https://www.ebay.com/itm/177350466765?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456,0.0
2025-11-02 15:07:44,,,,Shipping info unavailable,,0.0
2025-11-02 15:07:44,2 CARTUCCE HP 305XL 1 BK + 1 TRICOLOR ORIGINALI 3YM62AE + 3YM63AE,50.67,50.67,for shipping options.,https://www.ebay.com/itm/133522301464?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472,0.0
2025-11-02 15:07:44,Original Brother MultiPack LC970 4er Set Tintenpatronen Druckerpatronen o.V.,51.9,51.9,Warenpost International Premium,https://www.ebay.com/itm/293616220860?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472,0.0
2025-11-02 15:07:44,Original HP 21 XL schwarz C9351C ca. 475 Seiten OVP DATUM 2022-2023,57.68,57.68,Warenpost International Premium,https://www.ebay.com/itm/296451065056?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472,0.0
2025-11-02 15:07:44,Original HP 21 XL schwarz DeskJet F370 F375 F390 F2180 F2280 F2290 F4140 F4180,57.68,57.68,Warenpost International Premium,https://www.ebay.com/itm/297090495143?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472,0.0
2025-11-02 15:07:44,,,,Shipping info unavailable,,0.0
2025-11-02 15:07:44,Speaker Case Dust Cover Storage Bag Protective Bag for JBL PartyBox 310-320,36.37,36.37,Standard Shipping from Greater China to worldwide,https://www.ebay.com/itm/157187749491?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460,0.0
2025-11-02 15:07:44,Samsung Galaxy Buds2 PRO Wireless SM-R510 Left Side Graphite (L)--Excellent,29.24,29.24,eBay International Shipping,https://www.ebay.com/itm/296253152925?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460,0.0
2025-11-02 15:07:44,Apple iPod Shuffle 4th 5th 6th Generation 2GB - Brand New Battery FREE SHIPPING,57.09,57.09,Standard Int'l Shipping,https://www.ebay.com/itm/175136106119?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460,0.0
2025-11-02 15:07:44,Anker Soundcore 2 Wireless Bluetooth Speaker Bass Dual-Driver IPX7 12W|Refurbish,27.99,44.99,eBay International Shipping,https://www.ebay.com/itm/384702107204?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460,37.79
2025-11-02 15:07:44,,,,Shipping info unavailable,,0.0
